scenario,year,esc,exporter,importer
default,2040,shipping-meoh,BR-Southeast,T0492
default,2040,shipping-meoh,BR-Southeast,T0498
default,2040,shipping-meoh,BR-Southeast,T0462
default,2040,shipping-meoh,BR-Southeast,T0466
default,2040,shipping-meoh,BR-Southeast,T0522
default,2040,shipping-meoh,BR-Southeast,T0500
default,2040,shipping-meoh,CA-East,T0557
default,2040,shipping-meoh,CA-East,T0492
default,2040,shipping-meoh,CA-East,T0498
default,2040,shipping-meoh,CA-East,T0462
default,2040,shipping-meoh,CA-East,T0466
default,2040,shipping-meoh,CA-East,T0522
default,2040,shipping-meoh,CA-East,T0500
default,2040,shipping-meoh,CL,T0557
default,2040,shipping-meoh,CL,T0492
default,2040,shipping-meoh,CL,T0498
default,2040,shipping-meoh,CL,T0462
default,2040,shipping-meoh,CL,T0466
default,2040,shipping-meoh,CL,T0522
default,2040,shipping-meoh,CL,T0500
default,2040,shipping-meoh,CN-Northeast,T0557
default,2040,shipping-meoh,CN-Northeast,T0492
default,2040,shipping-meoh,CN-Northeast,T0498
default,2040,shipping-meoh,CN-Northeast,T0462
default,2040,shipping-meoh,CN-Northeast,T0466
default,2040,shipping-meoh,CN-Northeast,T0522
default,2040,shipping-meoh,CN-Northeast,T0500
default,2040,shipping-meoh,CN-Southeast,T0557
default,2040,shipping-meoh,CN-Southeast,T0492
default,2040,shipping-meoh,CN-Southeast,T0498
default,2040,shipping-meoh,CN-Southeast,T0462
default,2040,shipping-meoh,CN-Southeast,T0466
default,2040,shipping-meoh,CN-Southeast,T0522
default,2040,shipping-meoh,CN-Southeast,T0500
default,2040,shipping-meoh,DZ,T0557
default,2040,shipping-meoh,DZ,T0492
default,2040,shipping-meoh,DZ,T0498
default,2040,shipping-meoh,DZ,T0462
default,2040,shipping-meoh,DZ,T0466
default,2040,shipping-meoh,DZ,T0522
default,2040,shipping-meoh,DZ,T0500
default,2040,shipping-meoh,EG,T0557
default,2040,shipping-meoh,EG,T0492
default,2040,shipping-meoh,EG,T0498
default,2040,shipping-meoh,EG,T0462
default,2040,shipping-meoh,EG,T0466
default,2040,shipping-meoh,EG,T0522
default,2040,shipping-meoh,EG,T0500
default,2040,shipping-meoh,LY,T0557
default,2040,shipping-meoh,LY,T0492
default,2040,shipping-meoh,LY,T0498
default,2040,shipping-meoh,LY,T0462
default,2040,shipping-meoh,LY,T0466
default,2040,shipping-meoh,LY,T0522
default,2040,shipping-meoh,LY,T0500
default,2040,shipping-meoh,MA,T0557
default,2040,shipping-meoh,MA,T0492
default,2040,shipping-meoh,MA,T0498
default,2040,shipping-meoh,MA,T0462
default,2040,shipping-meoh,MA,T0466
default,2040,shipping-meoh,MA,T0522
default,2040,shipping-meoh,MA,T0500
default,2040,shipping-meoh,EH,T0557
default,2040,shipping-meoh,EH,T0492
default,2040,shipping-meoh,EH,T0498
default,2040,shipping-meoh,EH,T0462
default,2040,shipping-meoh,EH,T0466
default,2040,shipping-meoh,EH,T0522
default,2040,shipping-meoh,EH,T0500
default,2040,shipping-meoh,NA,T0557
default,2040,shipping-meoh,NA,T0492
default,2040,shipping-meoh,NA,T0498
default,2040,shipping-meoh,NA,T0462
default,2040,shipping-meoh,NA,T0466
default,2040,shipping-meoh,NA,T0522
default,2040,shipping-meoh,NA,T0500
default,2040,shipping-meoh,OM,T0557
default,2040,shipping-meoh,OM,T0492
default,2040,shipping-meoh,OM,T0498
default,2040,shipping-meoh,OM,T0462
default,2040,shipping-meoh,OM,T0466
default,2040,shipping-meoh,OM,T0522
default,2040,shipping-meoh,OM,T0500
default,2040,shipping-meoh,SA,T0557
default,2040,shipping-meoh,SA,T0492
default,2040,shipping-meoh,SA,T0498
default,2040,shipping-meoh,SA,T0462
default,2040,shipping-meoh,SA,T0466
default,2040,shipping-meoh,SA,T0522
default,2040,shipping-meoh,SA,T0500
default,2040,shipping-meoh,TN,T0557
default,2040,shipping-meoh,TN,T0492
default,2040,shipping-meoh,TN,T0498
default,2040,shipping-meoh,TN,T0462
default,2040,shipping-meoh,TN,T0466
default,2040,shipping-meoh,TN,T0522
default,2040,shipping-meoh,TN,T0500
default,2040,shipping-meoh,TR,T0557
default,2040,shipping-meoh,TR,T0492
default,2040,shipping-meoh,TR,T0498
default,2040,shipping-meoh,TR,T0462
default,2040,shipping-meoh,TR,T0466
default,2040,shipping-meoh,TR,T0522
default,2040,shipping-meoh,TR,T0500
default,2040,shipping-meoh,UA,T0557
default,2040,shipping-meoh,UA,T0492
default,2040,shipping-meoh,UA,T0498
default,2040,shipping-meoh,UA,T0462
default,2040,shipping-meoh,UA,T0466
default,2040,shipping-meoh,UA,T0522
default,2040,shipping-meoh,UA,T0500
default,2040,shipping-meoh,US-Northeast,T0557
default,2040,shipping-meoh,US-Northeast,T0492
default,2040,shipping-meoh,US-Northeast,T0498
default,2040,shipping-meoh,US-Northeast,T0462
default,2040,shipping-meoh,US-Northeast,T0466
default,2040,shipping-meoh,US-Northeast,T0522
default,2040,shipping-meoh,US-Northeast,T0500
default,2040,shipping-meoh,US-Southeast,T0557
default,2040,shipping-meoh,US-Southeast,T0492
default,2040,shipping-meoh,US-Southeast,T0498
default,2040,shipping-meoh,US-Southeast,T0462
default,2040,shipping-meoh,US-Southeast,T0466
default,2040,shipping-meoh,US-Southeast,T0522
default,2040,shipping-meoh,US-Southeast,T0500
default,2040,shipping-meoh,US-Northwest,T0557
default,2040,shipping-meoh,US-Northwest,T0492
default,2040,shipping-meoh,US-Northwest,T0498
default,2040,shipping-meoh,US-Northwest,T0462
default,2040,shipping-meoh,US-Northwest,T0466
default,2040,shipping-meoh,US-Northwest,T0522
default,2040,shipping-meoh,US-Northwest,T0500
default,2040,shipping-meoh,US-South,T0557
default,2040,shipping-meoh,US-South,T0492
default,2040,shipping-meoh,US-South,T0498
default,2040,shipping-meoh,US-South,T0462
default,2040,shipping-meoh,US-South,T0466
default,2040,shipping-meoh,US-South,T0522
default,2040,shipping-meoh,US-South,T0500
default,2040,shipping-meoh,US-Southwest,T0557
default,2040,shipping-meoh,US-Southwest,T0492
default,2040,shipping-meoh,US-Southwest,T0498
default,2040,shipping-meoh,US-Southwest,T0462
default,2040,shipping-meoh,US-Southwest,T0466
default,2040,shipping-meoh,US-Southwest,T0522
default,2040,shipping-meoh,US-Southwest,T0500
default,2040,shipping-meoh,US-Alaska,T0557
default,2040,shipping-meoh,US-Alaska,T0492
default,2040,shipping-meoh,US-Alaska,T0498
default,2040,shipping-meoh,US-Alaska,T0462
default,2040,shipping-meoh,US-Alaska,T0466
default,2040,shipping-meoh,US-Alaska,T0522
default,2040,shipping-meoh,US-Alaska,T0500
default,2040,shipping-meoh,MX,T0557
default,2040,shipping-meoh,MX,T0492
default,2040,shipping-meoh,MX,T0498
default,2040,shipping-meoh,MX,T0462
default,2040,shipping-meoh,MX,T0466
default,2040,shipping-meoh,MX,T0522
default,2040,shipping-meoh,MX,T0500
default,2040,shipping-meoh,PK,T0557
default,2040,shipping-meoh,PK,T0492
default,2040,shipping-meoh,PK,T0498
default,2040,shipping-meoh,PK,T0462
default,2040,shipping-meoh,PK,T0466
default,2040,shipping-meoh,PK,T0522
default,2040,shipping-meoh,PK,T0500
default,2040,shipping-meoh,TH,T0557
default,2040,shipping-meoh,TH,T0492
default,2040,shipping-meoh,TH,T0498
default,2040,shipping-meoh,TH,T0462
default,2040,shipping-meoh,TH,T0466
default,2040,shipping-meoh,TH,T0522
default,2040,shipping-meoh,TH,T0500
default,2040,shipping-meoh,ZA,T0557
default,2040,shipping-meoh,ZA,T0492
default,2040,shipping-meoh,ZA,T0498
default,2040,shipping-meoh,ZA,T0462
default,2040,shipping-meoh,ZA,T0466
default,2040,shipping-meoh,ZA,T0522
default,2040,shipping-meoh,ZA,T0500
default,2040,shipping-meoh,KE,T0557
default,2040,shipping-meoh,KE,T0492
default,2040,shipping-meoh,KE,T0498
default,2040,shipping-meoh,KE,T0462
default,2040,shipping-meoh,KE,T0466
default,2040,shipping-meoh,KE,T0522
default,2040,shipping-meoh,KE,T0500
default,2040,shipping-meoh,TZ,T0557
default,2040,shipping-meoh,TZ,T0492
default,2040,shipping-meoh,TZ,T0498
default,2040,shipping-meoh,TZ,T0462
default,2040,shipping-meoh,TZ,T0466
default,2040,shipping-meoh,TZ,T0522
default,2040,shipping-meoh,TZ,T0500
default,2040,shipping-meoh,NG,T0557
default,2040,shipping-meoh,NG,T0492
default,2040,shipping-meoh,NG,T0498
default,2040,shipping-meoh,NG,T0462
default,2040,shipping-meoh,NG,T0466
default,2040,shipping-meoh,NG,T0522
default,2040,shipping-meoh,NG,T0500
default,2040,shipping-meoh,AO,T0557
default,2040,shipping-meoh,AO,T0492
default,2040,shipping-meoh,AO,T0498
default,2040,shipping-meoh,AO,T0462
default,2040,shipping-meoh,AO,T0466
default,2040,shipping-meoh,AO,T0522
default,2040,shipping-meoh,AO,T0500
default,2040,shipping-meoh,ET,T0557
default,2040,shipping-meoh,ET,T0492
default,2040,shipping-meoh,ET,T0498
default,2040,shipping-meoh,ET,T0462
default,2040,shipping-meoh,ET,T0466
default,2040,shipping-meoh,ET,T0522
default,2040,shipping-meoh,ET,T0500
default,2040,shipping-meoh,MZ,T0557
default,2040,shipping-meoh,MZ,T0492
default,2040,shipping-meoh,MZ,T0498
default,2040,shipping-meoh,MZ,T0462
default,2040,shipping-meoh,MZ,T0466
default,2040,shipping-meoh,MZ,T0522
default,2040,shipping-meoh,MZ,T0500
default,2040,shipping-meoh,ER,T0557
default,2040,shipping-meoh,ER,T0492
default,2040,shipping-meoh,ER,T0498
default,2040,shipping-meoh,ER,T0462
default,2040,shipping-meoh,ER,T0466
default,2040,shipping-meoh,ER,T0522
default,2040,shipping-meoh,ER,T0500
default,2040,shipping-meoh,MR,T0557
default,2040,shipping-meoh,MR,T0492
default,2040,shipping-meoh,MR,T0498
default,2040,shipping-meoh,MR,T0462
default,2040,shipping-meoh,MR,T0466
default,2040,shipping-meoh,MR,T0522
default,2040,shipping-meoh,MR,T0500
default,2040,shipping-meoh,SN,T0557
default,2040,shipping-meoh,SN,T0492
default,2040,shipping-meoh,SN,T0498
default,2040,shipping-meoh,SN,T0462
default,2040,shipping-meoh,SN,T0466
default,2040,shipping-meoh,SN,T0522
default,2040,shipping-meoh,SN,T0500
default,2040,shipping-meoh,UY,T0557
default,2040,shipping-meoh,UY,T0492
default,2040,shipping-meoh,UY,T0498
default,2040,shipping-meoh,UY,T0462
default,2040,shipping-meoh,UY,T0466
default,2040,shipping-meoh,UY,T0522
default,2040,shipping-meoh,UY,T0500
default,2040,shipping-meoh,CO,T0557
default,2040,shipping-meoh,CO,T0492
default,2040,shipping-meoh,CO,T0498
default,2040,shipping-meoh,CO,T0462
default,2040,shipping-meoh,CO,T0466
default,2040,shipping-meoh,CO,T0522
default,2040,shipping-meoh,CO,T0500
default,2040,shipping-meoh,PE,T0557
default,2040,shipping-meoh,PE,T0492
default,2040,shipping-meoh,PE,T0498
default,2040,shipping-meoh,PE,T0462
default,2040,shipping-meoh,PE,T0466
default,2040,shipping-meoh,PE,T0522
default,2040,shipping-meoh,PE,T0500
default,2040,shipping-meoh,IN-Northwest,T0557
default,2040,shipping-meoh,IN-Northwest,T0492
default,2040,shipping-meoh,IN-Northwest,T0498
default,2040,shipping-meoh,IN-Northwest,T0462
default,2040,shipping-meoh,IN-Northwest,T0466
default,2040,shipping-meoh,IN-Northwest,T0522
default,2040,shipping-meoh,IN-Northwest,T0500
default,2040,shipping-meoh,IN-South,T0557
default,2040,shipping-meoh,IN-South,T0492
default,2040,shipping-meoh,IN-South,T0498
default,2040,shipping-meoh,IN-South,T0462
default,2040,shipping-meoh,IN-South,T0466
default,2040,shipping-meoh,IN-South,T0522
default,2040,shipping-meoh,IN-South,T0500
default,2040,shipping-meoh,IN-East,T0557
default,2040,shipping-meoh,IN-East,T0492
default,2040,shipping-meoh,IN-East,T0498
default,2040,shipping-meoh,IN-East,T0462
default,2040,shipping-meoh,IN-East,T0466
default,2040,shipping-meoh,IN-East,T0522
default,2040,shipping-meoh,IN-East,T0500
default,2040,shipping-meoh,MG,T0557
default,2040,shipping-meoh,MG,T0492
default,2040,shipping-meoh,MG,T0498
default,2040,shipping-meoh,MG,T0462
default,2040,shipping-meoh,MG,T0466
default,2040,shipping-meoh,MG,T0522
default,2040,shipping-meoh,MG,T0500
default,2040,shipping-meoh,BO,T0557
default,2040,shipping-meoh,BO,T0492
default,2040,shipping-meoh,BO,T0498
default,2040,shipping-meoh,BO,T0462
default,2040,shipping-meoh,BO,T0466
default,2040,shipping-meoh,BO,T0522
default,2040,shipping-meoh,BO,T0500
default,2040,shipping-steel,AR-South,T0557
default,2040,shipping-steel,AR-South,T0492
default,2040,shipping-steel,AR-South,T0498
default,2040,shipping-steel,AR-South,T0462
default,2040,shipping-steel,AR-South,T0466
default,2040,shipping-steel,AR-South,T0522
default,2040,shipping-steel,AR-South,T0500
default,2040,shipping-steel,AR-North,T0557
default,2040,shipping-steel,AR-North,T0492
default,2040,shipping-steel,AR-North,T0498
default,2040,shipping-steel,AR-North,T0462
default,2040,shipping-steel,AR-North,T0466
default,2040,shipping-steel,AR-North,T0522
default,2040,shipping-steel,AR-North,T0500
default,2040,shipping-steel,AU-West,T0557
default,2040,shipping-steel,AU-West,T0492
default,2040,shipping-steel,AU-West,T0498
default,2040,shipping-steel,AU-West,T0462
default,2040,shipping-steel,AU-West,T0466
default,2040,shipping-steel,AU-West,T0522
default,2040,shipping-steel,AU-West,T0500
default,2040,shipping-steel,AU-East,T0557
default,2040,shipping-steel,AU-East,T0492
default,2040,shipping-steel,AU-East,T0498
default,2040,shipping-steel,AU-East,T0462
default,2040,shipping-steel,AU-East,T0466
default,2040,shipping-steel,AU-East,T0522
default,2040,shipping-steel,AU-East,T0500
default,2040,shipping-steel,BR-Northeast,T0557
default,2040,shipping-steel,BR-Northeast,T0492
default,2040,shipping-steel,BR-Northeast,T0498
default,2040,shipping-steel,BR-Northeast,T0462
default,2040,shipping-steel,BR-Northeast,T0466
default,2040,shipping-steel,BR-Northeast,T0522
default,2040,shipping-steel,BR-Northeast,T0500
default,2040,shipping-steel,BR-Southeast,T0557
default,2040,shipping-steel,BR-Southeast,T0492
default,2040,shipping-steel,BR-Southeast,T0498
default,2040,shipping-steel,BR-Southeast,T0462
default,2040,shipping-steel,BR-Southeast,T0466
default,2040,shipping-steel,BR-Southeast,T0522
default,2040,shipping-steel,BR-Southeast,T0500
default,2040,shipping-steel,CA-East,T0557
default,2040,shipping-steel,CA-East,T0492
default,2040,shipping-steel,CA-East,T0498
default,2040,shipping-steel,CA-East,T0462
default,2040,shipping-steel,CA-East,T0466
default,2040,shipping-steel,CA-East,T0522
default,2040,shipping-steel,CA-East,T0500
default,2040,shipping-steel,CL,T0557
default,2040,shipping-steel,CL,T0492
default,2040,shipping-steel,CL,T0498
default,2040,shipping-steel,CL,T0462
default,2040,shipping-steel,CL,T0466
default,2040,shipping-steel,CL,T0522
default,2040,shipping-steel,CL,T0500
default,2040,shipping-steel,CN-Northeast,T0557
default,2040,shipping-steel,CN-Northeast,T0492
default,2040,shipping-steel,CN-Northeast,T0498
default,2040,shipping-steel,CN-Northeast,T0462
default,2040,shipping-steel,CN-Northeast,T0466
default,2040,shipping-steel,CN-Northeast,T0522
default,2040,shipping-steel,CN-Northeast,T0500
default,2040,shipping-steel,CN-Southeast,T0557
default,2040,shipping-steel,CN-Southeast,T0492
default,2040,shipping-steel,CN-Southeast,T0498
default,2040,shipping-steel,CN-Southeast,T0462
default,2040,shipping-steel,CN-Southeast,T0466
default,2040,shipping-steel,CN-Southeast,T0522
default,2040,shipping-steel,CN-Southeast,T0500
default,2040,shipping-steel,DZ,T0557
default,2040,shipping-steel,DZ,T0492
default,2040,shipping-steel,DZ,T0498
default,2040,shipping-steel,DZ,T0462
default,2040,shipping-steel,DZ,T0466
default,2040,shipping-steel,DZ,T0522
default,2040,shipping-steel,DZ,T0500
default,2040,shipping-steel,EG,T0557
default,2040,shipping-steel,EG,T0492
default,2040,shipping-steel,EG,T0498
default,2040,shipping-steel,EG,T0462
default,2040,shipping-steel,EG,T0466
default,2040,shipping-steel,EG,T0522
default,2040,shipping-steel,EG,T0500
default,2040,shipping-steel,LY,T0557
default,2040,shipping-steel,LY,T0492
default,2040,shipping-steel,LY,T0498
default,2040,shipping-steel,LY,T0462
default,2040,shipping-steel,LY,T0466
default,2040,shipping-steel,LY,T0522
default,2040,shipping-steel,LY,T0500
default,2040,shipping-steel,MA,T0557
default,2040,shipping-steel,MA,T0492
default,2040,shipping-steel,MA,T0498
default,2040,shipping-steel,MA,T0462
default,2040,shipping-steel,MA,T0466
default,2040,shipping-steel,MA,T0522
default,2040,shipping-steel,MA,T0500
default,2040,shipping-steel,EH,T0557
default,2040,shipping-steel,EH,T0492
default,2040,shipping-steel,EH,T0498
default,2040,shipping-steel,EH,T0462
default,2040,shipping-steel,EH,T0466
default,2040,shipping-steel,EH,T0522
default,2040,shipping-steel,EH,T0500
default,2040,shipping-steel,NA,T0557
default,2040,shipping-steel,NA,T0492
default,2040,shipping-steel,NA,T0498
default,2040,shipping-steel,NA,T0462
default,2040,shipping-steel,NA,T0466
default,2040,shipping-steel,NA,T0522
default,2040,shipping-steel,NA,T0500
default,2040,shipping-steel,OM,T0557
default,2040,shipping-steel,OM,T0492
default,2040,shipping-steel,OM,T0498
default,2040,shipping-steel,OM,T0462
default,2040,shipping-steel,OM,T0466
default,2040,shipping-steel,OM,T0522
default,2040,shipping-steel,OM,T0500
default,2040,shipping-steel,SA,T0557
default,2040,shipping-steel,SA,T0492
default,2040,shipping-steel,SA,T0498
default,2040,shipping-steel,SA,T0462
default,2040,shipping-steel,SA,T0466
default,2040,shipping-steel,SA,T0522
default,2040,shipping-steel,SA,T0500
default,2040,shipping-steel,TN,T0557
default,2040,shipping-steel,TN,T0492
default,2040,shipping-steel,TN,T0498
default,2040,shipping-steel,TN,T0462
default,2040,shipping-steel,TN,T0466
default,2040,shipping-steel,TN,T0522
default,2040,shipping-steel,TN,T0500
default,2040,shipping-steel,TR,T0557
default,2040,shipping-steel,TR,T0492
default,2040,shipping-steel,TR,T0498
default,2040,shipping-steel,TR,T0462
default,2040,shipping-steel,TR,T0466
default,2040,shipping-steel,TR,T0522
default,2040,shipping-steel,TR,T0500
default,2040,shipping-steel,UA,T0557
default,2040,shipping-steel,UA,T0492
default,2040,shipping-steel,UA,T0498
default,2040,shipping-steel,UA,T0462
default,2040,shipping-steel,UA,T0466
default,2040,shipping-steel,UA,T0522
default,2040,shipping-steel,UA,T0500
default,2040,shipping-steel,US-Northeast,T0557
default,2040,shipping-steel,US-Northeast,T0492
default,2040,shipping-steel,US-Northeast,T0498
default,2040,shipping-steel,US-Northeast,T0462
default,2040,shipping-steel,US-Northeast,T0466
default,2040,shipping-steel,US-Northeast,T0522
default,2040,shipping-steel,US-Northeast,T0500
default,2040,shipping-steel,US-Southeast,T0557
default,2040,shipping-steel,US-Southeast,T0492
default,2040,shipping-steel,US-Southeast,T0498
default,2040,shipping-steel,US-Southeast,T0462
default,2040,shipping-steel,US-Southeast,T0466
default,2040,shipping-steel,US-Southeast,T0522
default,2040,shipping-steel,US-Southeast,T0500
default,2040,shipping-steel,US-Northwest,T0557
default,2040,shipping-steel,US-Northwest,T0492
default,2040,shipping-steel,US-Northwest,T0498
default,2040,shipping-steel,US-Northwest,T0462
default,2040,shipping-steel,US-Northwest,T0466
default,2040,shipping-steel,US-Northwest,T0522
default,2040,shipping-steel,US-Northwest,T0500
default,2040,shipping-steel,US-South,T0557
default,2040,shipping-steel,US-South,T0492
default,2040,shipping-steel,US-South,T0498
default,2040,shipping-steel,US-South,T0462
default,2040,shipping-steel,US-South,T0466
default,2040,shipping-steel,US-South,T0522
default,2040,shipping-steel,US-South,T0500
default,2040,shipping-steel,US-Southwest,T0557
default,2040,shipping-steel,US-Southwest,T0492
default,2040,shipping-steel,US-Southwest,T0498
default,2040,shipping-steel,US-Southwest,T0462
default,2040,shipping-steel,US-Southwest,T0466
default,2040,shipping-steel,US-Southwest,T0522
default,2040,shipping-steel,US-Southwest,T0500
default,2040,shipping-steel,US-Alaska,T0557
default,2040,shipping-steel,US-Alaska,T0492
default,2040,shipping-steel,US-Alaska,T0498
default,2040,shipping-steel,US-Alaska,T0462
default,2040,shipping-steel,US-Alaska,T0466
default,2040,shipping-steel,US-Alaska,T0522
default,2040,shipping-steel,US-Alaska,T0500
default,2040,shipping-steel,MX,T0557
default,2040,shipping-steel,MX,T0492
default,2040,shipping-steel,MX,T0498
default,2040,shipping-steel,MX,T0462
default,2040,shipping-steel,MX,T0466
default,2040,shipping-steel,MX,T0522
default,2040,shipping-steel,MX,T0500
default,2040,shipping-steel,PK,T0557
default,2040,shipping-steel,PK,T0492
default,2040,shipping-steel,PK,T0498
default,2040,shipping-steel,PK,T0462
default,2040,shipping-steel,PK,T0466
default,2040,shipping-steel,PK,T0522
default,2040,shipping-steel,PK,T0500
default,2040,shipping-steel,TH,T0557
default,2040,shipping-steel,TH,T0492
default,2040,shipping-steel,TH,T0498
default,2040,shipping-steel,TH,T0462
default,2040,shipping-steel,TH,T0466
default,2040,shipping-steel,TH,T0522
default,2040,shipping-steel,TH,T0500
default,2040,shipping-steel,ZA,T0557
default,2040,shipping-steel,ZA,T0492
default,2040,shipping-steel,ZA,T0498
default,2040,shipping-steel,ZA,T0462
default,2040,shipping-steel,ZA,T0466
default,2040,shipping-steel,ZA,T0522
